Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
2318;41-47, RUE DE LA GRANGE AUX BELLES 1, RUE DES ECLUSES SAINT MARTIN;75010;Paris;2013;PARIS HAB;2;0;2;0;0;acquisition conventionnement;;10;logement familial;653625.492;6864152.608;"{""type"": ""Point"", ""coordinates"": [2.3677297832619812, 48.875725266837904]}";48.8757252668, 2.36772978326
2324;GROUPE JEAN PIERRE TIMBAUD 106, RUE JEAN PIERRE TIMBAUD;75011;Paris;2013;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;11;logement familial;654451.0865;6863296.864;"{""type"": ""Point"", ""coordinates"": [2.379077216979228, 48.868088647500414]}";48.8680886475, 2.37907721698
2328;75, RUE DE REUILLY;75012;Paris;2013;PARIS HAB;28;0;28;0;0;construction neuve;;12;résidence pour personnes âgées;655182.5264;6860738.651;"{""type"": ""Point"", ""coordinates"": [2.389317505480991, 48.84513410232256]}";48.8451341023, 2.38931750548
2331;36, RUE DE TOLBIAC;75013;Paris;2013;PARIS HAB;38;0;13;0;25;acquisition conventionnement;;13;logement familial;653924.1477;6858879.137;"{""type"": ""Point"", ""coordinates"": [2.372372951781927, 48.8283225824315]}";48.8283225824, 2.37237295178
2332;4, AVENUE DE LA SŒUR ROSALIE;75013;Paris;2013;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;652588.2757;6859295.733;"{""type"": ""Point"", ""coordinates"": [2.354130616597103, 48.83197220482649]}";48.8319722048, 2.3541306166
2334;26, AVENUE DE L'OBSERVATOIRE;75014;Paris;2013;PARIS HAB;33;33;0;0;0;construction neuve;;14;maison relais;651290.4004;6860114.302;"{""type"": ""Point"", ""coordinates"": [2.336357328099811, 48.839236867227186]}";48.8392368672, 2.3363573281
2340;170 RUE SAINT CHARLES;75015;Paris;2013;PARIS HAB;1;1;0;0;0;acquisition conventionnement;;15;logement familial;647217.3977;6860395.911;"{""type"": ""Point"", ""coordinates"": [2.280832815735195, 48.841448644114436]}";48.8414486441, 2.28083281574
2345;71 RUE DE CASTAGNARY;75015;Paris;2013;PARIS HAB;101;0;101;0;0;construction neuve;;15;résidence pour étudiants;649158.476;6859314.509;"{""type"": ""Point"", ""coordinates"": [2.307408013003993, 48.83187963647047]}";48.8318796365, 2.307408013
2348;111, AVENUE VICTOR HUGO;75016;Paris;2013;PARIS HAB;33;4;18;0;11;acquisition conventionnement;;16;logement familial;647396.6644;6863403.01;"{""type"": ""Point"", ""coordinates"": [2.282903128158258, 48.86850569681663]}";48.8685056968, 2.28290312816
2351;77, RUE DE LONGCHAMP;75016;Paris;2013;PARIS HAB;34;3;20;0;11;acquisition réhabilitation;;16;logement familial;647537.8903;6863036.723;"{""type"": ""Point"", ""coordinates"": [2.284873456830358, 48.865223285284365]}";48.8652232853, 2.28487345683
2352;GROUPE EUGENE POUBELLE 2, RUE EUGENE POUBELLE;75016;Paris;2013;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;16;logement familial;647030.1195;6861414.747;"{""type"": ""Point"", ""coordinates"": [2.27815437911619, 48.85059558690962]}";48.8505955869, 2.27815437912
2354;GROUPE MURAT 1, RUE DU GENERAL GROSSETTI 18, AVENUE DU GENERAL CLAVERY;75016;Paris;2013;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;16;logement familial;645929.8083;6859960.883;"{""type"": ""Point"", ""coordinates"": [2.26334560798963, 48.837429706686756]}";48.8374297067, 2.26334560799
2362;25-31, RUE PRADIER;75019;Paris;2013;PARIS HAB;2;0;2;0;0;acquisition conventionnement;;19;logement familial;654701.8898;6864211.848;"{""type"": ""Point"", ""coordinates"": [2.382398472209255, 48.87633460931792]}";48.8763346093, 2.38239847221
2363;33-35, RUE DE NANTES;75019;Paris;2013;PARIS HAB;20;0;0;0;20;construction neuve;;19;logement familial;654624.3417;6865987.513;"{""type"": ""Point"", ""coordinates"": [2.381151478992034, 48.89229718576925]}";48.8922971858, 2.38115147899
2366;147, RUE D'AVRON;75020;Paris;2013;PARIS HAB;7;0;7;0;0;construction neuve;;20;logement familial;656718.5461;6861658.776;"{""type"": ""Point"", ""coordinates"": [2.410152850055224, 48.85351380429911]}";48.8535138043, 2.41015285006
2367;239, AVENUE GAMBETTA;75020;Paris;2013;PARIS HAB;1;0;0;0;1;acquisition réhabilitation;;20;logement familial;656401.1617;6864066.326;"{""type"": ""Point"", ""coordinates"": [2.405580654584361, 48.87514324104572]}";48.875143241, 2.40558065458
2373;60, RUE NOTRE DAME DE NAZARETH;75003;Paris;2013;RIVP;2;0;2;0;0;acquisition réhabilitation;;3;logement familial;652838.6253;6863264.229;"{""type"": ""Point"", ""coordinates"": [2.357100722964367, 48.86767912051863]}";48.8676791205, 2.35710072296
2379;VILLA DU LAVOIR 70, RUE RENE BOULANGER;75010;Paris;2013;RIVP;7;0;7;0;0;acquisition réhabilitation;;10;logement familial;652932.3692;6863474.873;"{""type"": ""Point"", ""coordinates"": [2.358355241425667, 48.86958026000474]}";48.86958026, 2.35835524143
2383;14, RUE DU TAGE;75013;Paris;2013;RIVP;4;0;0;0;4;acquisition conventionnement;;13;logement familial;652807.9114;6858206.637;"{""type"": ""Point"", ""coordinates"": [2.357243251205442, 48.822193921525844]}";48.8221939215, 2.35724325121
2389;7-9, RUE VICTOR SCHOELCHER;75014;Paris;2013;RIVP;53;16;21;0;16;construction neuve;;14;logement familial;650878.352;6859761.173;"{""type"": ""Point"", ""coordinates"": [2.330784427552633, 48.83602988827902]}";48.8360298883, 2.33078442755
2391;93-95, RUE BRANCION;75015;Paris;2013;RIVP;7;3;3;0;1;construction neuve;;15;logement familial;648782.9861;6859206.358;"{""type"": ""Point"", ""coordinates"": [2.302306159870196, 48.83087729928414]}";48.8308772993, 2.30230615987
2396;45, RUE SAUFFROY;75017;Paris;2013;RIVP;7;0;7;0;0;acquisition réhabilitation;;17;logement familial;650286.6631;6866080.761;"{""type"": ""Point"", ""coordinates"": [2.321984617512078, 48.89281539961878]}";48.8928153996, 2.32198461751
2399;61, BD BARBES 2, RUE SIMART;75018;Paris;2013;RIVP;15;0;10;0;5;acquisition réhabilitation;;18;logement familial;652291.4634;6865744.031;"{""type"": ""Point"", ""coordinates"": [2.34936366468465, 48.88993899858855]}";48.8899389986, 2.34936366468
2404;115, RUE DE MENILMONTANT;75020;Paris;2013;RIVP;9;0;0;0;9;acquisition conventionnement;;20;logement familial;655464.9464;6863447.322;"{""type"": ""Point"", ""coordinates"": [2.392881834603076, 48.86951259184063]}";48.8695125918, 2.3928818346
2407;4, BOULEVARD DE BELLEVILLE;75020;Paris;2013;RIVP;5;0;0;0;5;acquisition conventionnement;;20;logement familial;654759.1379;6863208.271;"{""type"": ""Point"", ""coordinates"": [2.383285834478299, 48.86731365517028]}";48.8673136552, 2.38328583448
2409;4-8, RUE DE LA JUSTICE;75020;Paris;2013;RIVP;26;0;0;0;26;acquisition conventionnement;;20;logement familial;656498.7828;6863464.305;"{""type"": ""Point"", ""coordinates"": [2.406973196167395, 48.86973597186911]}";48.8697359719, 2.40697319617
2410;67-69, RUE DE BAGNOLET;75020;Paris;2013;RIVP;23;0;0;0;23;acquisition conventionnement;;20;logement familial;655933.1908;6862136.491;"{""type"": ""Point"", ""coordinates"": [2.399400783192612, 48.85775663705074]}";48.8577566371, 2.39940078319
2414;13, RUE DES ECLUSES SAINT MARTIN;75010;Paris;2013;RSF;30;0;30;0;0;construction neuve;;10;foyer pour personnes handicapées;653550.7614;6864267.836;"{""type"": ""Point"", ""coordinates"": [2.366698349883427, 48.87675609902603]}";48.876756099, 2.36669834988
2416;ZAC CLICHY BATIGNOLLES LOT O6A;75017;Paris;2013;RSF;50;50;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;17;site de desserrement de foyer de travailleur migrant;649454.0801;6865911.819;"{""type"": ""Point"", ""coordinates"": [2.310650120492301, 48.89123134749838]}";48.8912313475, 2.31065012049
2420;ALLEE ANDREZIEUX - 90, RUE DES POISSONNIERS;75018;Paris;2013;SABLIERE;279;70;140;0;69;acquisition réhabilitation;;18;logement familial;652503.1231;6866000.756;"{""type"": ""Point"", ""coordinates"": [2.352221372135557, 48.892263279357095]}";48.8922632794, 2.35222137214
2425;6, RUE ALBERT CAMUS;75010;Paris;2013;SIEMP;43;0;29;0;14;acquisition conventionnement;;10;logement familial;653720.6353;6864383.607;"{""type"": ""Point"", ""coordinates"": [2.3690017450797862, 48.87780942904441]}";48.877809429, 2.36900174508
2432;21 BIS-23, RUE PAJOL - 60-62 RUE PHILIPPE DE GIRARD;75018;Paris;2013;SIEMP;15;2;8;0;5;construction neuve;;18;logement familial;653156.1253;6865405.26;"{""type"": ""Point"", ""coordinates"": [2.36119255006344, 48.88695603812946]}";48.8869560381, 2.36119255006
2438;52, RUE CURIAL 13, PASSAGE DE CRIMEE;75019;Paris;2013;SIEMP;17;0;0;0;17;construction neuve;;19;logement familial;654025.725;6866045.953;"{""type"": ""Point"", ""coordinates"": [2.372981354822052, 48.8927802470338]}";48.892780247, 2.37298135482
2443;76, RUE JULIEN LACROIX;75020;Paris;2013;SIEMP;8;0;3;0;5;construction neuve;;20;logement familial;654695.8005;6863797.5;"{""type"": ""Point"", ""coordinates"": [2.382359640645397, 48.872608036966675]}";48.872608037, 2.38235964065
2475;11-13, RUE DE BELLIEVRE;75013;Paris;2014;ANTIN;1;1;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;13;foyer de travailleurs migrants;653907.5592;6859918.531;"{""type"": ""Point"", ""coordinates"": [2.3720344055185922, 48.83766878625675]}";48.8376687863, 2.37203440552
2478;ZAC CLICHY BATIGNOLLES LOT O8 35 ALLEE COLETTE HEILBRONNER;75017;Paris;2014;BATIGERE;74;13;37;0;24;construction neuve;;17;logement familial;649355.2619;6866016.79;"{""type"": ""Point"", ""coordinates"": [2.309289975137041, 48.89216754189413]}";48.8921675419, 2.30928997514
2499;2, RUE COURNOT;75015;Paris;2014;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;15;logement familial;648106.2031;6860244.331;"{""type"": ""Point"", ""coordinates"": [2.292960700017244, 48.840157675795275]}";48.8401576758, 2.29296070002
2509;5, SQUARE PATENNE;75020;Paris;2014;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;20;logement familial;656366.4779;6861281.833;"{""type"": ""Point"", ""coordinates"": [2.405393666754087, 48.85010021094994]}";48.8501002109, 2.40539366675
2513;39BIS, RUE GRENETA;75002;Paris;2014;FREHA;1;1;0;0;0;construction neuve;;2;logement familial;652272.7567;6862993.617;"{""type"": ""Point"", ""coordinates"": [2.3494175973561, 48.8652038731408]}";48.8652038731, 2.34941759736
2521;5, AVENUE PHILIPPE AUGUSTE;75011;Paris;2014;HUMANISME;1;1;0;0;0;acquisition réhabilitation;;11;logement familial;655589.8387;6861248.228;"{""type"": ""Point"", ""coordinates"": [2.394814105502483, 48.849744938559326]}";48.8497449386, 2.3948141055
2537;23, BOULEVARD DU TEMPLE;75003;Paris;2014;PARIS HAB;24;12;12;0;0;construction neuve;;3;logement familial;653450.3106;6862929.368;"{""type"": ""Point"", ""coordinates"": [2.365475477048228, 48.864712265882105]}";48.8647122659, 2.36547547705
2544;16, RUE PASCAL;75005;Paris;2014;PARIS HAB;23;6;10;0;7;acquisition conventionnement;;5;logement familial;652247.821;6859996.22;"{""type"": ""Point"", ""coordinates"": [2.349414338815687, 48.83824660471091]}";48.8382466047, 2.34941433882
2553;BRUNESEAU NORD TERRAIN CALCIA LOT B1A4 5 BOULEVARD DU GENERAL JEAN SIMON;75013;Paris;2014;PARIS HAB;60;60;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;13;site de desserrement de foyer de travailleur migrant;654840.6706;6858692.966;"{""type"": ""Point"", ""coordinates"": [2.384876709060234, 48.8267131790718]}";48.8267131791, 2.38487670906
2554;ZAC PARIS RIVE GAUCHE LOT M9B3B4 18, RUE JEANNE CHAUVIN 77 AVENUE DE France;75013;Paris;2014;PARIS HAB;94;0;47;0;47;construction neuve;;13;logement familial;654398.5748;6858833.095;"{""type"": ""Point"", ""coordinates"": [2.378840075736899, 48.827942258187264]}";48.8279422582, 2.37884007574
2558;44, RUE SEBASTIEN MERCIER;75015;Paris;2014;PARIS HAB;1;0;1;0;0;construction neuve;;15;logement familial;647126.5988;6860675.611;"{""type"": ""Point"", ""coordinates"": [2.279560972738511, 48.84395652789264]}";48.8439565279, 2.27956097274
2562;34, AVENUE DE VERSAILLES;75016;Paris;2014;PARIS HAB;295;74;133;0;88;acquisition conventionnement;;16;logement familial;646843.3318;6861301.861;"{""type"": ""Point"", ""coordinates"": [2.275623189272705, 48.84956503303156]}";48.849565033, 2.27562318927
2568;32-32BIS, RUE DES TROIS FRERES;75018;Paris;2014;PARIS HAB;14;3;7;0;4;construction neuve;;18;logement familial;651619.6957;6865207.941;"{""type"": ""Point"", ""coordinates"": [2.340263781727414, 48.885068004284285]}";48.8850680043, 2.34026378173
2578;PORTE DE MONTREUIL DIVERSES ADRESSES;75020;Paris;2014;PARIS HAB;10;10;0;0;0;acquisition réhabilitation;;20;logement familial;656806.4824;6861782.869;"{""type"": ""Point"", ""coordinates"": [2.4113386094465272, 48.85463567154246]}";48.8546356715, 2.41133860945
2588;13, BD SAINT MARTIN;75003;Paris;2014;RIVP;54;3;51;0;0;acquisition conventionnement;;3;logement familial;653103.0868;6863301.3;"{""type"": ""Point"", ""coordinates"": [2.36070158712433, 48.86803180295065]}";48.868031803, 2.36070158712
2596;46, RUE LAFFITTE;75009;Paris;2014;RIVP;19;7;8;0;4;acquisition réhabilitation;;9;logement familial;651471.6317;6864063.857;"{""type"": ""Point"", ""coordinates"": [2.3383755263645742, 48.87476845392684]}";48.8747684539, 2.33837552636
2600;164, AVENUE LEDRU ROLLIN;75011;Paris;2014;RIVP;1;0;1;0;0;construction neuve;;11;logement familial;654464.372;6862020.846;"{""type"": ""Point"", ""coordinates"": [2.37939502798358, 48.85661450430442]}";48.8566145043, 2.37939502798
2601;6, RUE DE LA FOLIE MERICOURT;75011;Paris;2014;RIVP;2;2;0;0;0;construction neuve;;11;logement familial;654124.1908;6862570.525;"{""type"": ""Point"", ""coordinates"": [2.374699568044734, 48.86153358222862]}";48.8615335822, 2.37469956804
2609;23, RUE DU COUEDIC;75014;Paris;2014;RIVP;9;3;6;0;0;construction neuve;;14;logement familial;650986.5562;6859104.332;"{""type"": ""Point"", ""coordinates"": [2.33233415474032, 48.83013110460803]}";48.8301311046, 2.33233415474
2614;5-7, RUE CINO DEL DUCA;75017;Paris;2014;RIVP;197;10;187;0;0;acquisition conventionnement;;17;logement familial;647567.1577;6865328.5600000005;"{""type"": ""Point"", ""coordinates"": [2.284989508614103, 48.885835440210734]}";48.8858354402, 2.28498950861
2617;ZAC CLICHY BATIGNOLLES LOT N1 4 AVENUE DE LA PORTE DE CLICHY;75017;Paris;2014;RIVP;33;9;19;0;5;construction neuve;;17;logement familial;649629.8392;6866338.731;"{""type"": ""Point"", ""coordinates"": [2.3129963633607318, 48.89508415834282]}";48.8950841583, 2.31299636336
2635;27, RUE SAINT LAMBERT;75015;Paris;2014;SCI KEREN;1;0;0;0;1;construction neuve;;15;logement familial;648043.9912;6859925.094;"{""type"": ""Point"", ""coordinates"": [2.292152114280106, 48.837281767295295]}";48.8372817673, 2.29215211428
2644;15-17, RUE BELLOT 38 A, RUE D'AUBERVILLIERS;75019;Paris;2014;SIEMP;18;0;0;0;18;construction neuve;;19;logement familial;653573.2703;6865318.622;"{""type"": ""Point"", ""coordinates"": [2.366890362261014, 48.88620714386798]}";48.8862071439, 2.36689036226
2646;20-22, RUE SORBIER;75020;Paris;2014;SIEMP;253;0;0;0;253;acquisition conventionnement;;20;logement familial;655312.9054;6863174.735;"{""type"": ""Point"", ""coordinates"": [2.390837904940077, 48.86705072800462]}";48.867050728, 2.39083790494
2650;32, RUE LAGHOUAT;75018;Paris;2014;SNL-PROLOG;2;2;0;0;0;acquisition réhabilitation;;18;logement familial;652619.9853000001;6865511.041;"{""type"": ""Point"", ""coordinates"": [2.353869758053198, 48.88786806173592]}";48.8878680617, 2.35386975805
2652;75, RUE DOUDEAUVILLE;75018;Paris;2014;SNL-PROLOG;4;4;0;0;0;acquisition réhabilitation;;18;logement familial;652349.0801;6865557.875;"{""type"": ""Point"", ""coordinates"": [2.350170282816559, 48.888269231530934]}";48.8882692315, 2.35017028282
2653;175, RUE DES PYRENEES;75020;Paris;2014;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;656022.1317;6862436.691;"{""type"": ""Point"", ""coordinates"": [2.400581878886542, 48.860462392175734]}";48.8604623922, 2.40058187889
2655;101-105 , BD BRUNE 2-8, ALLEE GASTON BACHELARD;75014;Paris;2014;TOIT&JOIE;47;14;33;0;0;construction neuve;;14;logement familial;649735.3539;6858620.307;"{""type"": ""Point"", ""coordinates"": [2.315348167934374, 48.82568185885345]}";48.8256818589, 2.31534816793
1301;139, RUE DES POISSONNIERS;75018;Paris;2009;PARIS HAB;13;0;9;0;4;acquisition réhabilitation;;18;logement familial;652538.9571;6866370.57;"{""type"": ""Point"", ""coordinates"": [2.352668719842, 48.895591512284014]}";48.8955915123, 2.35266871984
1305;383-385, RUE DE VAUGIRARD;75015;Paris;2009;PARIS HAB;175;0;175;0;0;construction neuve;;15;résidence pour étudiants;648104.1683;6859726.618;"{""type"": ""Point"", ""coordinates"": [2.292996132726944, 48.83550171891476]}";48.8355017189, 2.29299613273
1307;ZAC CARDINET CHALABRE- ILOT 2.1.1 LOT A 149-151, RUE CARDINET;75017;Paris;2009;PARIS HAB;62;12;38;0;12;construction neuve;;17;logement familial;649874.9573;6865750.602;"{""type"": ""Point"", ""coordinates"": [2.316408828213742, 48.889814492947764]}";48.8898144929, 2.31640882821
1308;120 RUE DU CHEMIN VERT;75011;Paris;2009;PARIS HAB;14;3;9;0;2;acquisition réhabilitation;;11;logement familial;654793.8561;6862608.485;"{""type"": ""Point"", ""coordinates"": [2.3838228873429133, 48.86192229514222]}";48.8619222951, 2.38382288734
1312;77 AVENUE DE VILLIERS;75017;Paris;2009;PARIS HAB;16;5;11;0;0;acquisition réhabilitation;;17;logement familial;648948.0373;6865095.888;"{""type"": ""Point"", ""coordinates"": [2.303847120795687, 48.883854072806315]}";48.8838540728, 2.3038471208
1318;391, RUE DES PYRENEES;75020;Paris;2009;IMM 3F;62;0;31;0;31;acquisition réhabilitation;;20;logement familial;655054.3489;6863920.569;"{""type"": ""Point"", ""coordinates"": [2.387234578925699, 48.873739893762306]}";48.8737398938, 2.38723457893
1320;70 RUE LEON FROT   2, RUE DE LA FOLIE REGNAULT;75011;Paris;2009;ELOGIE;30;8;17;0;5;acquisition réhabilitation;;11;logement familial;654905.5356;6862068.604;"{""type"": ""Point"", ""coordinates"": [2.385402335607801, 48.857075019861604]}";48.8570750199, 2.38540233561
1321;66 BIS RUE DES PYRENEES;75020;Paris;2009;ELOGIE;11;0;8;0;3;acquisition réhabilitation;;20;logement familial;656418.7587;6861635.806;"{""type"": ""Point"", ""coordinates"": [2.406069803544992, 48.85328702650822]}";48.8532870265, 2.40606980354
1330;85 QUAI DE SEINE;75019;Paris;2009;PARIS HAB;48;0;0;0;48;acquisition conventionnement;;19;logement familial;654404.4508;6865627.006;"{""type"": ""Point"", ""coordinates"": [2.378191373516333, 48.88903973629183]}";48.8890397363, 2.37819137352
1339;GOUVION SAINT CYR 2 ET 6 SQUARE DU GRAISIVAUDAN 24 BD GOUVION SAINT CYR;75017;Paris;2009;PARIS HAB;4;0;4;0;0;acquisition réhabilitation;;17;logement familial;647805.3097;6865096.448;"{""type"": ""Point"", ""coordinates"": [2.288265467015759, 48.88376749545249]}";48.8837674955, 2.28826546702
1344;93-95-97 BD MACDONALD;75019;Paris;2009;SIEMP;37;0;10;0;27;acquisition réhabilitation;;19;logement familial;654914.5441;6866654.551;"{""type"": ""Point"", ""coordinates"": [2.385038348117312, 48.898315993225]}";48.8983159932, 2.38503834812
1349;48, RUE DE LA MOUZAIA;75019;Paris;2009;RIVP;52;0;10;0;42;acquisition conventionnement;;19;logement familial;655691.2912;6864640.441;"{""type"": ""Point"", ""coordinates"": [2.395842884626426, 48.88025767978756]}";48.8802576798, 2.39584288463
1350;108, RUE VIEILLE DU TEMPLE;75003;Paris;2009;RIVP;13;1;7;0;5;acquisition conventionnement;;3;logement familial;653250.9178;6862513.401;"{""type"": ""Point"", ""coordinates"": [2.362803401594886, 48.860957090318]}";48.8609570903, 2.36280340159
1359;4 ET 6 RUE JEAN MOINON;75010;Paris;2009;SIEMP;9;3;6;0;0;construction neuve;;10;logement familial;653836.3173;6863934.774;"{""type"": ""Point"", ""coordinates"": [2.370627725730836, 48.87378148124971]}";48.8737814812, 2.37062772573
1362;8, RUE MARGUERIN;75014;Paris;2009;RIVP;16;2;9;0;5;acquisition réhabilitation;;14;logement familial;650703.9835;6858791.416;"{""type"": ""Point"", ""coordinates"": [2.328521354345403, 48.82729546745154]}";48.8272954675, 2.32852135435
1368;120, BD DE CLICHY;75018;Paris;2009;PARIS HAB;14;2;9;0;3;acquisition conventionnement;;18;logement familial;650876.6281;6865161.314;"{""type"": ""Point"", ""coordinates"": [2.330136844327406, 48.8845924438694]}";48.8845924439, 2.33013684433
1377;70 AVENUE EDISON;75013;Paris;2009;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;652948.5389;6859069.176;"{""type"": ""Point"", ""coordinates"": [2.359063160514579, 48.829961151079544]}";48.8299611511, 2.35906316051
1382;188, RUE PELLEPORT;75020;Paris;2009;RIVP;22;2;13;0;7;acquisition conventionnement;;20;logement familial;655842.6564;6864062.046;"{""type"": ""Point"", ""coordinates"": [2.397966823871914, 48.87506670004791]}";48.8750667, 2.39796682387
1388;29 RUE LAMARCK;75018;Paris;2009;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;651814.6266;6865648.234;"{""type"": ""Point"", ""coordinates"": [2.342871862071696, 48.889042021779595]}";48.8890420218, 2.34287186207
1393;81-83, RUE DU CHEVALERET;75013;Paris;2009;PARIS HAB;165;0;165;0;0;construction neuve;;13;résidence pour étudiants;654174.0557;6858988.43;"{""type"": ""Point"", ""coordinates"": [2.375765188585941, 48.82932328667281]}";48.8293232867, 2.37576518859
1395;OURCQ JAURES LOT 7  20-22 BIS RUE DE L'OURCQ;75019;Paris;2009;SIEMP;95;0;0;0;95;construction neuve;;19;résidence pour étudiants;654821.8548;6865645.483;"{""type"": ""Point"", ""coordinates"": [2.383881516200208, 48.88923531758985]}";48.8892353176, 2.3838815162
1402;5 RUE DU SQUARE CARPEAUX;75018;Paris;2009;PARIS HAB;10;2;6;0;2;acquisition réhabilitation;;18;logement familial;651094.6359;6866024.883;"{""type"": ""Point"", ""coordinates"": [2.333010063836579, 48.89237479383869]}";48.8923747938, 2.33301006384
1405;21 BD SAINT MARTIN;75003;Paris;2009;ELOGIE;11;2;7;0;2;acquisition réhabilitation;;3;logement familial;653022.7523;6863320.211;"{""type"": ""Point"", ""coordinates"": [2.3596044250251023, 48.86819601203824]}";48.868196012, 2.35960442503
1408;51-53, RUE DE LOURMEL 99-101, AVENUE EMILE ZOLA;75015;Paris;2009;PARIS HAB;135;13;82;0;40;acquisition conventionnement;;15;logement familial;647905.2692;6860990.763;"{""type"": ""Point"", ""coordinates"": [2.290131751075479, 48.846854090788064]}";48.8468540908, 2.29013175108
1417;18 RUE CHARLES  FOURIER;75013;Paris;2009;RIVP;230;230;0;0;0;construction neuve;"opération abandonnée; réagréée";13;centre d'hébergement d'urgence;652396.5845;6858526.906;"{""type"": ""Point"", ""coordinates"": [2.351605407183822, 48.8250439125876]}";48.8250439126, 2.35160540718
1418;5 RUE VESALE;75005;Paris;2009;RIVP;25;25;0;0;0;construction neuve;;5;centre d'hébergement d'urgence;652519.7636;6859978.79;"{""type"": ""Point"", ""coordinates"": [2.353121120725689, 48.838109948509]}";48.8381099485, 2.35312112073
1425;128, AVENUE DE LA REPUBLIQUE;75011;Paris;2009;BATIGERE;4;0;4;0;0;acquisition conventionnement;;11;logement familial;654961.8003;6862717.688;"{""type"": ""Point"", ""coordinates"": [2.386100366854646, 48.86291610959205]}";48.8629161096, 2.38610036685
1435;3 VILLA DESHAYES;75014;Paris;2009;PARIS HAB;11;2;6;0;3;acquisition réhabilitation;;14;logement familial;649769.1826;6858862.203;"{""type"": ""Point"", ""coordinates"": [2.315780374041929, 48.8278598936023]}";48.8278598936, 2.31578037404
1443;30, RUE DE CRONSTADT;75015;Paris;2009;PARIS HAB;17;0;12;0;5;acquisition réhabilitation;;15;logement familial;648713.2987;6859524.018;"{""type"": ""Point"", ""coordinates"": [2.301318618498996, 48.83372849117214]}";48.8337284912, 2.3013186185
1447;ILOT MOULIN ROUGE 92 BD DE CLICHY;75018;Paris;2009;IMM 3F;14;4;10;0;0;acquisition réhabilitation;;18;logement familial;651011.5279;6865112.311;"{""type"": ""Point"", ""coordinates"": [2.331981949382213, 48.88416205378442]}";48.8841620538, 2.33198194938
1453;54, RUE D'ABOUKIR;75002;Paris;2009;TOIT&JOIE;43;11;24;0;8;acquisition réhabilitation;;2;logement familial;652011.7918;6863233.197;"{""type"": ""Point"", ""coordinates"": [2.345833424800871, 48.86733898443145]}";48.8673389844, 2.3458334248
1465;43-53 RUE DU CHAROLAIS LOTS 4 ET 6;75012;Paris;2009;SABLIERE;37;9;19;0;9;construction neuve;;12;logement familial;654791.9739;6860442.901;"{""type"": ""Point"", ""coordinates"": [2.384027491387083, 48.842447128983196]}";48.842447129, 2.38402749139
1475;81, BD VINCENT AURIOL (LOGTS INSERTION);75013;Paris;2009;SIEMP;10;0;8;0;2;acquisition réhabilitation;;13;logement familial;653553.3826;6859563.179;"{""type"": ""Point"", ""coordinates"": [2.367248086890258, 48.83444764678732]}";48.8344476468, 2.36724808689
1489;16, RUE LESAGE;75020;Paris;2009;SIEMP;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;654658.9443;6863757.561;"{""type"": ""Point"", ""coordinates"": [2.38186145627832, 48.872246279711646]}";48.8722462797, 2.38186145628
1491;6, RUE DES PANOYAUX;75020;Paris;2009;SIEMP;12;2;10;0;0;construction neuve;;20;logement familial;654869.1215;6863092.278;"{""type"": ""Point"", ""coordinates"": [2.384797366584902, 48.866278262723064]}";48.8662782627, 2.38479736658
1492;7, RUE GUENOT;75011;Paris;2009;RIVP;17;4;9;0;4;construction neuve;;11;logement familial;655394.8456;6861419.273;"{""type"": ""Point"", ""coordinates"": [2.392139058532805, 48.85126967531998]}";48.8512696753, 2.39213905853
1494;45, RUE DE TOURTILLE;75020;Paris;2009;SIEMP;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;654535.6061;6863770.216;"{""type"": ""Point"", ""coordinates"": [2.380178690646741, 48.87235138890288]}";48.8723513889, 2.38017869065
1499;42 RUE D'AUBERVILLIERS;75019;Paris;2009;SIEMP;2;0;0;0;2;acquisition réhabilitation;;19;logement familial;653561.3592;6865343.645;"{""type"": ""Point"", ""coordinates"": [2.366725203942818, 48.886431308703514]}";48.8864313087, 2.36672520394
1506;21 RUE PIXERECOURT;75020;Paris;2009;SIEMP;4;0;2;0;2;acquisition réhabilitation;;20;logement familial;655655.2961;6863636.067;"{""type"": ""Point"", ""coordinates"": [2.39545695080486, 48.871223077741526]}";48.8712230777, 2.3954569508
